,well_row,assay_id,timepoint,rlu_value,treatment_id,well_column,sample_id
0,A,plate006,2.5,2858,DC3000 / bacterial PAMPs,1,plate006_A_1
1,A,plate006,5.0,1652,DC3000 / bacterial PAMPs,1,plate006_A_1
2,A,plate006,7.5,1440,DC3000 / bacterial PAMPs,1,plate006_A_1
3,A,plate006,10.0,1552,DC3000 / bacterial PAMPs,1,plate006_A_1
4,A,plate006,12.5,1780,DC3000 / bacterial PAMPs,1,plate006_A_1
5,A,plate006,15.0,2256,DC3000 / bacterial PAMPs,1,plate006_A_1
6,A,plate006,17.5,2974,DC3000 / bacterial PAMPs,1,plate006_A_1
7,A,plate006,20.0,3692,DC3000 / bacterial PAMPs,1,plate006_A_1
8,A,plate006,25.0,4339,DC3000 / bacterial PAMPs,1,plate006_A_1
9,A,plate006,27.5,5089,DC3000 / bacterial PAMPs,1,plate006_A_1
10,A,plate006,30.0,5337,DC3000 / bacterial PAMPs,1,plate006_A_1
11,A,plate006,32.5,5989,DC3000 / bacterial PAMPs,1,plate006_A_1
12,A,plate006,35.0,6127,DC3000 / bacterial PAMPs,1,plate006_A_1
13,A,plate006,37.5,6485,DC3000 / bacterial PAMPs,1,plate006_A_1
14,A,plate006,40.0,6749,DC3000 / bacterial PAMPs,1,plate006_A_1
15,A,plate006,42.5,6715,DC3000 / bacterial PAMPs,1,plate006_A_1
16,A,plate006,47.5,6831,DC3000 / bacterial PAMPs,1,plate006_A_1
17,A,plate006,50.0,6989,DC3000 / bacterial PAMPs,1,plate006_A_1
18,A,plate006,52.5,7466,DC3000 / bacterial PAMPs,1,plate006_A_1
19,A,plate006,55.0,7642,DC3000 / bacterial PAMPs,1,plate006_A_1
20,A,plate006,57.5,7804,DC3000 / bacterial PAMPs,1,plate006_A_1
21,A,plate006,60.0,8160,DC3000 / bacterial PAMPs,1,plate006_A_1
22,A,plate006,62.5,7968,DC3000 / bacterial PAMPs,1,plate006_A_1
23,A,plate006,65.0,8682,DC3000 / bacterial PAMPs,1,plate006_A_1
24,A,plate006,70.0,8970,DC3000 / bacterial PAMPs,1,plate006_A_1
25,A,plate006,72.5,9084,DC3000 / bacterial PAMPs,1,plate006_A_1
26,A,plate006,75.0,9761,DC3000 / bacterial PAMPs,1,plate006_A_1
27,A,plate006,77.5,10103,DC3000 / bacterial PAMPs,1,plate006_A_1
28,A,plate006,80.0,9841,DC3000 / bacterial PAMPs,1,plate006_A_1
29,A,plate006,82.5,10087,DC3000 / bacterial PAMPs,1,plate006_A_1
30,A,plate006,85.0,10917,DC3000 / bacterial PAMPs,1,plate006_A_1
31,A,plate006,87.5,10689,DC3000 / bacterial PAMPs,1,plate006_A_1
32,A,plate006,92.5,10909,DC3000 / bacterial PAMPs,1,plate006_A_1
33,A,plate006,95.0,11217,DC3000 / bacterial PAMPs,1,plate006_A_1
34,A,plate006,97.5,11039,DC3000 / bacterial PAMPs,1,plate006_A_1
35,A,plate006,100.0,11209,DC3000 / bacterial PAMPs,1,plate006_A_1
36,A,plate006,102.5,11624,DC3000 / bacterial PAMPs,1,plate006_A_1
37,A,plate006,105.0,11426,DC3000 / bacterial PAMPs,1,plate006_A_1
38,A,plate006,107.5,11390,DC3000 / bacterial PAMPs,1,plate006_A_1
39,A,plate006,110.0,11231,DC3000 / bacterial PAMPs,1,plate006_A_1
40,A,plate006,115.0,11193,DC3000 / bacterial PAMPs,1,plate006_A_1
41,A,plate006,117.5,11287,DC3000 / bacterial PAMPs,1,plate006_A_1
42,A,plate006,120.0,11357,DC3000 / bacterial PAMPs,1,plate006_A_1
43,A,plate006,122.5,11127,DC3000 / bacterial PAMPs,1,plate006_A_1
44,A,plate006,125.0,10961,DC3000 / bacterial PAMPs,1,plate006_A_1
45,A,plate006,127.5,11093,DC3000 / bacterial PAMPs,1,plate006_A_1
46,A,plate006,130.0,10943,DC3000 / bacterial PAMPs,1,plate006_A_1
47,A,plate006,132.5,11235,DC3000 / bacterial PAMPs,1,plate006_A_1
48,A,plate006,137.5,11183,DC3000 / bacterial PAMPs,1,plate006_A_1
49,A,plate006,140.0,11676,DC3000 / bacterial PAMPs,1,plate006_A_1
50,A,plate006,142.5,11976,DC3000 / bacterial PAMPs,1,plate006_A_1
51,A,plate006,145.0,12532,DC3000 / bacterial PAMPs,1,plate006_A_1
52,A,plate006,147.5,13137,DC3000 / bacterial PAMPs,1,plate006_A_1
53,A,plate006,150.0,13053,DC3000 / bacterial PAMPs,1,plate006_A_1
54,A,plate006,152.5,13851,DC3000 / bacterial PAMPs,1,plate006_A_1
55,A,plate006,155.0,14111,DC3000 / bacterial PAMPs,1,plate006_A_1
56,A,plate006,160.0,14260,DC3000 / bacterial PAMPs,1,plate006_A_1
57,A,plate006,162.5,14680,DC3000 / bacterial PAMPs,1,plate006_A_1
58,A,plate006,165.0,14912,DC3000 / bacterial PAMPs,1,plate006_A_1
59,A,plate006,167.5,15216,DC3000 / bacterial PAMPs,1,plate006_A_1
60,B,plate006,2.5,4947,DC3000 / bacterial PAMPs,1,plate006_B_1
61,B,plate006,5.0,3338,DC3000 / bacterial PAMPs,1,plate006_B_1
62,B,plate006,7.5,3164,DC3000 / bacterial PAMPs,1,plate006_B_1
63,B,plate006,10.0,3612,DC3000 / bacterial PAMPs,1,plate006_B_1
64,B,plate006,12.5,4242,DC3000 / bacterial PAMPs,1,plate006_B_1
65,B,plate006,15.0,4833,DC3000 / bacterial PAMPs,1,plate006_B_1
66,B,plate006,17.5,5907,DC3000 / bacterial PAMPs,1,plate006_B_1
67,B,plate006,22.5,6809,DC3000 / bacterial PAMPs,1,plate006_B_1
68,B,plate006,25.0,7900,DC3000 / bacterial PAMPs,1,plate006_B_1
69,B,plate006,27.5,9092,DC3000 / bacterial PAMPs,1,plate006_B_1
70,B,plate006,30.0,9803,DC3000 / bacterial PAMPs,1,plate006_B_1
71,B,plate006,32.5,10489,DC3000 / bacterial PAMPs,1,plate006_B_1
72,B,plate006,35.0,11285,DC3000 / bacterial PAMPs,1,plate006_B_1
73,B,plate006,37.5,12164,DC3000 / bacterial PAMPs,1,plate006_B_1
74,B,plate006,40.0,12350,DC3000 / bacterial PAMPs,1,plate006_B_1
75,B,plate006,45.0,13011,DC3000 / bacterial PAMPs,1,plate006_B_1
76,B,plate006,47.5,13611,DC3000 / bacterial PAMPs,1,plate006_B_1
77,B,plate006,50.0,13857,DC3000 / bacterial PAMPs,1,plate006_B_1
78,B,plate006,52.5,14125,DC3000 / bacterial PAMPs,1,plate006_B_1
79,B,plate006,55.0,14424,DC3000 / bacterial PAMPs,1,plate006_B_1
80,B,plate006,57.5,15292,DC3000 / bacterial PAMPs,1,plate006_B_1
81,B,plate006,60.0,15647,DC3000 / bacterial PAMPs,1,plate006_B_1
82,B,plate006,62.5,15380,DC3000 / bacterial PAMPs,1,plate006_B_1
83,B,plate006,67.5,16049,DC3000 / bacterial PAMPs,1,plate006_B_1
84,B,plate006,70.0,16672,DC3000 / bacterial PAMPs,1,plate006_B_1
85,B,plate006,72.5,16884,DC3000 / bacterial PAMPs,1,plate006_B_1
86,B,plate006,75.0,17110,DC3000 / bacterial PAMPs,1,plate006_B_1
87,B,plate006,77.5,17899,DC3000 / bacterial PAMPs,1,plate006_B_1
88,B,plate006,80.0,18427,DC3000 / bacterial PAMPs,1,plate006_B_1
89,B,plate006,82.5,18615,DC3000 / bacterial PAMPs,1,plate006_B_1
90,B,plate006,85.0,18844,DC3000 / bacterial PAMPs,1,plate006_B_1
91,B,plate006,90.0,19250,DC3000 / bacterial PAMPs,1,plate006_B_1
92,B,plate006,92.5,19032,DC3000 / bacterial PAMPs,1,plate006_B_1
93,B,plate006,95.0,19112,DC3000 / bacterial PAMPs,1,plate006_B_1
94,B,plate006,97.5,19684,DC3000 / bacterial PAMPs,1,plate006_B_1
95,B,plate006,100.0,19678,DC3000 / bacterial PAMPs,1,plate006_B_1
96,B,plate006,102.5,19893,DC3000 / bacterial PAMPs,1,plate006_B_1
97,B,plate006,105.0,20553,DC3000 / bacterial PAMPs,1,plate006_B_1
98,B,plate006,107.5,20796,DC3000 / bacterial PAMPs,1,plate006_B_1
99,B,plate006,112.5,20716,DC3000 / bacterial PAMPs,1,plate006_B_1
100,B,plate006,115.0,20616,DC3000 / bacterial PAMPs,1,plate006_B_1
101,B,plate006,117.5,20848,DC3000 / bacterial PAMPs,1,plate006_B_1
102,B,plate006,120.0,20265,DC3000 / bacterial PAMPs,1,plate006_B_1
103,B,plate006,122.5,20770,DC3000 / bacterial PAMPs,1,plate006_B_1
104,B,plate006,125.0,20469,DC3000 / bacterial PAMPs,1,plate006_B_1
105,B,plate006,127.5,21002,DC3000 / bacterial PAMPs,1,plate006_B_1
106,B,plate006,130.0,21032,DC3000 / bacterial PAMPs,1,plate006_B_1
107,B,plate006,135.0,21200,DC3000 / bacterial PAMPs,1,plate006_B_1
108,B,plate006,137.5,22015,DC3000 / bacterial PAMPs,1,plate006_B_1
109,B,plate006,140.0,22768,DC3000 / bacterial PAMPs,1,plate006_B_1
110,B,plate006,142.5,23435,DC3000 / bacterial PAMPs,1,plate006_B_1
111,B,plate006,145.0,23577,DC3000 / bacterial PAMPs,1,plate006_B_1
112,B,plate006,147.5,24398,DC3000 / bacterial PAMPs,1,plate006_B_1
113,B,plate006,150.0,24310,DC3000 / bacterial PAMPs,1,plate006_B_1
114,B,plate006,152.5,25918,DC3000 / bacterial PAMPs,1,plate006_B_1
115,B,plate006,157.5,26777,DC3000 / bacterial PAMPs,1,plate006_B_1
116,B,plate006,160.0,26918,DC3000 / bacterial PAMPs,1,plate006_B_1
117,B,plate006,162.5,27122,DC3000 / bacterial PAMPs,1,plate006_B_1
118,B,plate006,165.0,28053,DC3000 / bacterial PAMPs,1,plate006_B_1
119,B,plate006,167.5,27861,DC3000 / bacterial PAMPs,1,plate006_B_1
120,C,plate006,2.5,1858,DC3000 / bacterial PAMPs,1,plate006_C_1
121,C,plate006,5.0,1258,DC3000 / bacterial PAMPs,1,plate006_C_1
122,C,plate006,7.5,1038,DC3000 / bacterial PAMPs,1,plate006_C_1
123,C,plate006,10.0,1038,DC3000 / bacterial PAMPs,1,plate006_C_1
124,C,plate006,12.5,1128,DC3000 / bacterial PAMPs,1,plate006_C_1
125,C,plate006,15.0,1292,DC3000 / bacterial PAMPs,1,plate006_C_1
126,C,plate006,20.0,1492,DC3000 / bacterial PAMPs,1,plate006_C_1
127,C,plate006,22.5,1720,DC3000 / bacterial PAMPs,1,plate006_C_1
128,C,plate006,25.0,2160,DC3000 / bacterial PAMPs,1,plate006_C_1
129,C,plate006,27.5,2440,DC3000 / bacterial PAMPs,1,plate006_C_1
130,C,plate006,30.0,2918,DC3000 / bacterial PAMPs,1,plate006_C_1
131,C,plate006,32.5,3010,DC3000 / bacterial PAMPs,1,plate006_C_1
132,C,plate006,35.0,3378,DC3000 / bacterial PAMPs,1,plate006_C_1
133,C,plate006,37.5,3794,DC3000 / bacterial PAMPs,1,plate006_C_1
134,C,plate006,42.5,4375,DC3000 / bacterial PAMPs,1,plate006_C_1
135,C,plate006,45.0,4719,DC3000 / bacterial PAMPs,1,plate006_C_1
136,C,plate006,47.5,4741,DC3000 / bacterial PAMPs,1,plate006_C_1
137,C,plate006,50.0,5181,DC3000 / bacterial PAMPs,1,plate006_C_1
138,C,plate006,52.5,5207,DC3000 / bacterial PAMPs,1,plate006_C_1
139,C,plate006,55.0,5607,DC3000 / bacterial PAMPs,1,plate006_C_1
140,C,plate006,57.5,5823,DC3000 / bacterial PAMPs,1,plate006_C_1
141,C,plate006,60.0,6185,DC3000 / bacterial PAMPs,1,plate006_C_1
142,C,plate006,65.0,6119,DC3000 / bacterial PAMPs,1,plate006_C_1
143,C,plate006,67.5,6489,DC3000 / bacterial PAMPs,1,plate006_C_1
144,C,plate006,70.0,6643,DC3000 / bacterial PAMPs,1,plate006_C_1
145,C,plate006,72.5,7351,DC3000 / bacterial PAMPs,1,plate006_C_1
146,C,plate006,75.0,7492,DC3000 / bacterial PAMPs,1,plate006_C_1
147,C,plate006,77.5,7910,DC3000 / bacterial PAMPs,1,plate006_C_1
148,C,plate006,80.0,8304,DC3000 / bacterial PAMPs,1,plate006_C_1
149,C,plate006,82.5,8646,DC3000 / bacterial PAMPs,1,plate006_C_1
150,C,plate006,87.5,9112,DC3000 / bacterial PAMPs,1,plate006_C_1
151,C,plate006,90.0,9070,DC3000 / bacterial PAMPs,1,plate006_C_1
152,C,plate006,92.5,9158,DC3000 / bacterial PAMPs,1,plate006_C_1
153,C,plate006,95.0,9961,DC3000 / bacterial PAMPs,1,plate006_C_1
154,C,plate006,97.5,9929,DC3000 / bacterial PAMPs,1,plate006_C_1
155,C,plate006,100.0,10307,DC3000 / bacterial PAMPs,1,plate006_C_1
156,C,plate006,102.5,10555,DC3000 / bacterial PAMPs,1,plate006_C_1
157,C,plate006,105.0,11125,DC3000 / bacterial PAMPs,1,plate006_C_1
158,C,plate006,110.0,11203,DC3000 / bacterial PAMPs,1,plate006_C_1
159,C,plate006,112.5,11283,DC3000 / bacterial PAMPs,1,plate006_C_1
160,C,plate006,115.0,11460,DC3000 / bacterial PAMPs,1,plate006_C_1
161,C,plate006,117.5,11536,DC3000 / bacterial PAMPs,1,plate006_C_1
162,C,plate006,120.0,11674,DC3000 / bacterial PAMPs,1,plate006_C_1
163,C,plate006,122.5,12162,DC3000 / bacterial PAMPs,1,plate006_C_1
164,C,plate006,125.0,12742,DC3000 / bacterial PAMPs,1,plate006_C_1
165,C,plate006,127.5,12955,DC3000 / bacterial PAMPs,1,plate006_C_1
166,C,plate006,132.5,13131,DC3000 / bacterial PAMPs,1,plate006_C_1
167,C,plate006,135.0,13347,DC3000 / bacterial PAMPs,1,plate006_C_1
168,C,plate006,137.5,13955,DC3000 / bacterial PAMPs,1,plate006_C_1
169,C,plate006,140.0,14982,DC3000 / bacterial PAMPs,1,plate006_C_1
170,C,plate006,142.5,14998,DC3000 / bacterial PAMPs,1,plate006_C_1
171,C,plate006,145.0,15865,DC3000 / bacterial PAMPs,1,plate006_C_1
172,C,plate006,147.5,15899,DC3000 / bacterial PAMPs,1,plate006_C_1
173,C,plate006,150.0,16848,DC3000 / bacterial PAMPs,1,plate006_C_1
174,C,plate006,155.0,18397,DC3000 / bacterial PAMPs,1,plate006_C_1
175,C,plate006,157.5,18940,DC3000 / bacterial PAMPs,1,plate006_C_1
176,C,plate006,160.0,19688,DC3000 / bacterial PAMPs,1,plate006_C_1
177,C,plate006,162.5,19807,DC3000 / bacterial PAMPs,1,plate006_C_1
178,C,plate006,165.0,20601,DC3000 / bacterial PAMPs,1,plate006_C_1
179,C,plate006,167.5,21186,DC3000 / bacterial PAMPs,1,plate006_C_1
180,D,plate006,2.5,4230,DC3000 / bacterial PAMPs,1,plate006_D_1
181,D,plate006,5.0,3958,DC3000 / bacterial PAMPs,1,plate006_D_1
182,D,plate006,7.5,4178,DC3000 / bacterial PAMPs,1,plate006_D_1
183,D,plate006,10.0,4879,DC3000 / bacterial PAMPs,1,plate006_D_1
184,D,plate006,12.5,5997,DC3000 / bacterial PAMPs,1,plate006_D_1
185,D,plate006,17.5,6839,DC3000 / bacterial PAMPs,1,plate006_D_1
186,D,plate006,20.0,8508,DC3000 / bacterial PAMPs,1,plate006_D_1
187,D,plate006,22.5,10075,DC3000 / bacterial PAMPs,1,plate006_D_1
188,D,plate006,25.0,11662,DC3000 / bacterial PAMPs,1,plate006_D_1
189,D,plate006,27.5,13557,DC3000 / bacterial PAMPs,1,plate006_D_1
190,D,plate006,30.0,15458,DC3000 / bacterial PAMPs,1,plate006_D_1
191,D,plate006,32.5,17448,DC3000 / bacterial PAMPs,1,plate006_D_1
192,D,plate006,35.0,19090,DC3000 / bacterial PAMPs,1,plate006_D_1
193,D,plate006,40.0,20812,DC3000 / bacterial PAMPs,1,plate006_D_1
194,D,plate006,42.5,22582,DC3000 / bacterial PAMPs,1,plate006_D_1
195,D,plate006,45.0,24118,DC3000 / bacterial PAMPs,1,plate006_D_1
196,D,plate006,47.5,25558,DC3000 / bacterial PAMPs,1,plate006_D_1
197,D,plate006,50.0,26487,DC3000 / bacterial PAMPs,1,plate006_D_1
198,D,plate006,52.5,28085,DC3000 / bacterial PAMPs,1,plate006_D_1
199,D,plate006,55.0,29391,DC3000 / bacterial PAMPs,1,plate006_D_1
200,D,plate006,57.5,30938,DC3000 / bacterial PAMPs,1,plate006_D_1
201,D,plate006,62.5,31839,DC3000 / bacterial PAMPs,1,plate006_D_1
202,D,plate006,65.0,33196,DC3000 / bacterial PAMPs,1,plate006_D_1
203,D,plate006,67.5,34240,DC3000 / bacterial PAMPs,1,plate006_D_1
204,D,plate006,70.0,35987,DC3000 / bacterial PAMPs,1,plate006_D_1
205,D,plate006,72.5,36743,DC3000 / bacterial PAMPs,1,plate006_D_1
206,D,plate006,75.0,37901,DC3000 / bacterial PAMPs,1,plate006_D_1
207,D,plate006,77.5,38560,DC3000 / bacterial PAMPs,1,plate006_D_1
208,D,plate006,80.0,39869,DC3000 / bacterial PAMPs,1,plate006_D_1
209,D,plate006,85.0,40875,DC3000 / bacterial PAMPs,1,plate006_D_1
210,D,plate006,87.5,41527,DC3000 / bacterial PAMPs,1,plate006_D_1
211,D,plate006,90.0,42848,DC3000 / bacterial PAMPs,1,plate006_D_1
212,D,plate006,92.5,43160,DC3000 / bacterial PAMPs,1,plate006_D_1
213,D,plate006,95.0,44331,DC3000 / bacterial PAMPs,1,plate006_D_1
214,D,plate006,97.5,44997,DC3000 / bacterial PAMPs,1,plate006_D_1
215,D,plate006,100.0,46454,DC3000 / bacterial PAMPs,1,plate006_D_1
216,D,plate006,102.5,47012,DC3000 / bacterial PAMPs,1,plate006_D_1
217,D,plate006,107.5,47750,DC3000 / bacterial PAMPs,1,plate006_D_1
218,D,plate006,110.0,48592,DC3000 / bacterial PAMPs,1,plate006_D_1
219,D,plate006,112.5,48688,DC3000 / bacterial PAMPs,1,plate006_D_1
220,D,plate006,115.0,49432,DC3000 / bacterial PAMPs,1,plate006_D_1
221,D,plate006,117.5,49857,DC3000 / bacterial PAMPs,1,plate006_D_1
222,D,plate006,120.0,50922,DC3000 / bacterial PAMPs,1,plate006_D_1
223,D,plate006,122.5,50196,DC3000 / bacterial PAMPs,1,plate006_D_1
224,D,plate006,125.0,51161,DC3000 / bacterial PAMPs,1,plate006_D_1
225,D,plate006,130.0,52174,DC3000 / bacterial PAMPs,1,plate006_D_1
226,D,plate006,132.5,53335,DC3000 / bacterial PAMPs,1,plate006_D_1
227,D,plate006,135.0,53205,DC3000 / bacterial PAMPs,1,plate006_D_1
228,D,plate006,137.5,54179,DC3000 / bacterial PAMPs,1,plate006_D_1
229,D,plate006,140.0,55565,DC3000 / bacterial PAMPs,1,plate006_D_1
230,D,plate006,142.5,56414,DC3000 / bacterial PAMPs,1,plate006_D_1
231,D,plate006,145.0,57885,DC3000 / bacterial PAMPs,1,plate006_D_1
232,D,plate006,147.5,58890,DC3000 / bacterial PAMPs,1,plate006_D_1
233,D,plate006,152.5,59339,DC3000 / bacterial PAMPs,1,plate006_D_1
234,D,plate006,155.0,61733,DC3000 / bacterial PAMPs,1,plate006_D_1
235,D,plate006,157.5,62467,DC3000 / bacterial PAMPs,1,plate006_D_1
236,D,plate006,160.0,62700,DC3000 / bacterial PAMPs,1,plate006_D_1
237,D,plate006,162.5,62973,DC3000 / bacterial PAMPs,1,plate006_D_1
238,D,plate006,165.0,63405,DC3000 / bacterial PAMPs,1,plate006_D_1
239,D,plate006,167.5,63932,DC3000 / bacterial PAMPs,1,plate006_D_1
240,E,plate006,2.5,3338,DC3000 / bacterial PAMPs,1,plate006_E_1
241,E,plate006,5.0,2664,DC3000 / bacterial PAMPs,1,plate006_E_1
242,E,plate006,7.5,3162,DC3000 / bacterial PAMPs,1,plate006_E_1
243,E,plate006,10.0,3362,DC3000 / bacterial PAMPs,1,plate006_E_1
244,E,plate006,15.0,4351,DC3000 / bacterial PAMPs,1,plate006_E_1
245,E,plate006,17.5,5501,DC3000 / bacterial PAMPs,1,plate006_E_1
246,E,plate006,20.0,7075,DC3000 / bacterial PAMPs,1,plate006_E_1
247,E,plate006,22.5,8714,DC3000 / bacterial PAMPs,1,plate006_E_1
248,E,plate006,25.0,10715,DC3000 / bacterial PAMPs,1,plate006_E_1
249,E,plate006,27.5,12536,DC3000 / bacterial PAMPs,1,plate006_E_1
250,E,plate006,30.0,14027,DC3000 / bacterial PAMPs,1,plate006_E_1
251,E,plate006,32.5,15310,DC3000 / bacterial PAMPs,1,plate006_E_1
252,E,plate006,37.5,16844,DC3000 / bacterial PAMPs,1,plate006_E_1
253,E,plate006,40.0,18225,DC3000 / bacterial PAMPs,1,plate006_E_1
254,E,plate006,42.5,19312,DC3000 / bacterial PAMPs,1,plate006_E_1
255,E,plate006,45.0,20189,DC3000 / bacterial PAMPs,1,plate006_E_1
256,E,plate006,47.5,21320,DC3000 / bacterial PAMPs,1,plate006_E_1
257,E,plate006,50.0,22414,DC3000 / bacterial PAMPs,1,plate006_E_1
258,E,plate006,52.5,23363,DC3000 / bacterial PAMPs,1,plate006_E_1
259,E,plate006,55.0,24374,DC3000 / bacterial PAMPs,1,plate006_E_1
260,E,plate006,60.0,25984,DC3000 / bacterial PAMPs,1,plate006_E_1
261,E,plate006,62.5,27032,DC3000 / bacterial PAMPs,1,plate006_E_1
262,E,plate006,65.0,28366,DC3000 / bacterial PAMPs,1,plate006_E_1
263,E,plate006,67.5,29393,DC3000 / bacterial PAMPs,1,plate006_E_1
264,E,plate006,70.0,30187,DC3000 / bacterial PAMPs,1,plate006_E_1
265,E,plate006,72.5,31319,DC3000 / bacterial PAMPs,1,plate006_E_1
266,E,plate006,75.0,32879,DC3000 / bacterial PAMPs,1,plate006_E_1
267,E,plate006,77.5,33132,DC3000 / bacterial PAMPs,1,plate006_E_1
268,E,plate006,82.5,34428,DC3000 / bacterial PAMPs,1,plate006_E_1
269,E,plate006,85.0,35402,DC3000 / bacterial PAMPs,1,plate006_E_1
270,E,plate006,87.5,35977,DC3000 / bacterial PAMPs,1,plate006_E_1
271,E,plate006,90.0,37065,DC3000 / bacterial PAMPs,1,plate006_E_1
272,E,plate006,92.5,37839,DC3000 / bacterial PAMPs,1,plate006_E_1
273,E,plate006,95.0,38398,DC3000 / bacterial PAMPs,1,plate006_E_1
274,E,plate006,97.5,39526,DC3000 / bacterial PAMPs,1,plate006_E_1
275,E,plate006,100.0,40436,DC3000 / bacterial PAMPs,1,plate006_E_1
276,E,plate006,105.0,41222,DC3000 / bacterial PAMPs,1,plate006_E_1
277,E,plate006,107.5,41529,DC3000 / bacterial PAMPs,1,plate006_E_1
278,E,plate006,110.0,41649,DC3000 / bacterial PAMPs,1,plate006_E_1
279,E,plate006,112.5,43319,DC3000 / bacterial PAMPs,1,plate006_E_1
280,E,plate006,115.0,44435,DC3000 / bacterial PAMPs,1,plate006_E_1
281,E,plate006,117.5,44319,DC3000 / bacterial PAMPs,1,plate006_E_1
282,E,plate006,120.0,45033,DC3000 / bacterial PAMPs,1,plate006_E_1
283,E,plate006,122.5,45516,DC3000 / bacterial PAMPs,1,plate006_E_1
284,E,plate006,127.5,46156,DC3000 / bacterial PAMPs,1,plate006_E_1
285,E,plate006,130.0,46192,DC3000 / bacterial PAMPs,1,plate006_E_1
286,E,plate006,132.5,43806,DC3000 / bacterial PAMPs,1,plate006_E_1
287,E,plate006,135.0,47002,DC3000 / bacterial PAMPs,1,plate006_E_1
288,E,plate006,137.5,49099,DC3000 / bacterial PAMPs,1,plate006_E_1
289,E,plate006,140.0,50357,DC3000 / bacterial PAMPs,1,plate006_E_1
290,E,plate006,142.5,51612,DC3000 / bacterial PAMPs,1,plate006_E_1
291,E,plate006,145.0,52428,DC3000 / bacterial PAMPs,1,plate006_E_1
292,E,plate006,150.0,52990,DC3000 / bacterial PAMPs,1,plate006_E_1
293,E,plate006,152.5,55249,DC3000 / bacterial PAMPs,1,plate006_E_1
294,E,plate006,155.0,56280,DC3000 / bacterial PAMPs,1,plate006_E_1
295,E,plate006,157.5,57190,DC3000 / bacterial PAMPs,1,plate006_E_1
296,E,plate006,160.0,57469,DC3000 / bacterial PAMPs,1,plate006_E_1
297,E,plate006,162.5,57959,DC3000 / bacterial PAMPs,1,plate006_E_1
298,E,plate006,165.0,58242,DC3000 / bacterial PAMPs,1,plate006_E_1
299,E,plate006,167.5,57626,DC3000 / bacterial PAMPs,1,plate006_E_1
300,F,plate006,2.5,1690,DC3000 / bacterial PAMPs,1,plate006_F_1
301,F,plate006,5.0,1216,DC3000 / bacterial PAMPs,1,plate006_F_1
302,F,plate006,7.5,1046,DC3000 / bacterial PAMPs,1,plate006_F_1
303,F,plate006,12.5,1042,DC3000 / bacterial PAMPs,1,plate006_F_1
304,F,plate006,15.0,1256,DC3000 / bacterial PAMPs,1,plate006_F_1
305,F,plate006,17.5,1404,DC3000 / bacterial PAMPs,1,plate006_F_1
306,F,plate006,20.0,1684,DC3000 / bacterial PAMPs,1,plate006_F_1
307,F,plate006,22.5,2026,DC3000 / bacterial PAMPs,1,plate006_F_1
308,F,plate006,25.0,2238,DC3000 / bacterial PAMPs,1,plate006_F_1
309,F,plate006,27.5,2528,DC3000 / bacterial PAMPs,1,plate006_F_1
310,F,plate006,30.0,2794,DC3000 / bacterial PAMPs,1,plate006_F_1
311,F,plate006,35.0,3068,DC3000 / bacterial PAMPs,1,plate006_F_1
312,F,plate006,37.5,3162,DC3000 / bacterial PAMPs,1,plate006_F_1
313,F,plate006,40.0,3428,DC3000 / bacterial PAMPs,1,plate006_F_1
314,F,plate006,42.5,3508,DC3000 / bacterial PAMPs,1,plate006_F_1
315,F,plate006,45.0,3706,DC3000 / bacterial PAMPs,1,plate006_F_1
316,F,plate006,47.5,3742,DC3000 / bacterial PAMPs,1,plate006_F_1
317,F,plate006,50.0,3872,DC3000 / bacterial PAMPs,1,plate006_F_1
318,F,plate006,52.5,4120,DC3000 / bacterial PAMPs,1,plate006_F_1
319,F,plate006,57.5,4242,DC3000 / bacterial PAMPs,1,plate006_F_1
320,F,plate006,60.0,4527,DC3000 / bacterial PAMPs,1,plate006_F_1
321,F,plate006,62.5,4673,DC3000 / bacterial PAMPs,1,plate006_F_1
322,F,plate006,65.0,4925,DC3000 / bacterial PAMPs,1,plate006_F_1
323,F,plate006,67.5,5307,DC3000 / bacterial PAMPs,1,plate006_F_1
324,F,plate006,70.0,5565,DC3000 / bacterial PAMPs,1,plate006_F_1
325,F,plate006,72.5,5889,DC3000 / bacterial PAMPs,1,plate006_F_1
326,F,plate006,75.0,6243,DC3000 / bacterial PAMPs,1,plate006_F_1
327,F,plate006,80.0,6501,DC3000 / bacterial PAMPs,1,plate006_F_1
328,F,plate006,82.5,6927,DC3000 / bacterial PAMPs,1,plate006_F_1
329,F,plate006,85.0,6993,DC3000 / bacterial PAMPs,1,plate006_F_1
330,F,plate006,87.5,7476,DC3000 / bacterial PAMPs,1,plate006_F_1
331,F,plate006,90.0,7594,DC3000 / bacterial PAMPs,1,plate006_F_1
332,F,plate006,92.5,7788,DC3000 / bacterial PAMPs,1,plate006_F_1
333,F,plate006,95.0,8008,DC3000 / bacterial PAMPs,1,plate006_F_1
334,F,plate006,97.5,7864,DC3000 / bacterial PAMPs,1,plate006_F_1
335,F,plate006,102.5,8276,DC3000 / bacterial PAMPs,1,plate006_F_1
336,F,plate006,105.0,8722,DC3000 / bacterial PAMPs,1,plate006_F_1
337,F,plate006,107.5,8428,DC3000 / bacterial PAMPs,1,plate006_F_1
338,F,plate006,110.0,8544,DC3000 / bacterial PAMPs,1,plate006_F_1
339,F,plate006,112.5,8734,DC3000 / bacterial PAMPs,1,plate006_F_1
